user_id,experiment_group,timestamp,device_type,network_type,operator,page_size_kb,page_load_ms,ttfb_ms,download_mbps,latency_ms,packet_loss_pct,bounced,cta_clicked,converted,data_usage_mb
68,B_lightweight,2026-08-01 01:07:00,Android,4G,Glo,686.49,1291.83,688.77,14.522,267.64,2.218,0,1,0,0.777
69,A_standard,2026-08-01 01:08:00,Android,3G,MTN,2290.83,1680.67,818.93,31.303,140.34,8.587,1,0,0,2.331
70,B_lightweight,2026-08-01 01:09:00,Android,4G,MTN,791.84,2316.88,1949.56,25.937,156.94,4.313,1,0,0,0.885
71,B_lightweight,2026-08-01 01:10:00,Android,4G,MTN,740.34,984.87,796.78,35.933,188.93,10.539,0,0,0,0.816
72,A_standard,2026-08-01 01:11:00,Android,3G,MTN,2274.22,1573.34,1149.73,49.347,196.94,5.762,1,0,0,2.59
73,B_lightweight,2026-08-01 01:12:00,Android,3G,MTN,737.05,1985.71,1254.11,11.2,163.15,12.902,0,0,0,0.739
74,B_lightweight,2026-08-01 01:13:00,Android,5G,MTN,800.87,880.19,678.28,53.015,281.17,8.804,0,0,0,0.852
75,B_lightweight,2026-08-01 01:14:00,Android,4G,MTN,780.58,990.02,778.84,55.462,144.46,12.904,0,0,0,0.895
76,B_lightweight,2026-08-01 01:15:00,Android,4G,MTN,759.09,1013.28,684.11,24.574,240.03,7.527,0,0,0,0.822
77,A_standard,2026-08-01 01:16:00,Android,4G,MTN,2298.6,1265.32,770.22,85.951,219.87,6.483,1,0,0,2.402
78,B_lightweight,2026-08-01 01:17:00,iOS,4G,MTN,686.25,2041.18,1387.2,11.877,97.85,7.174,0,0,0,0.763
79,A_standard,2026-08-01 01:18:00,Android,5G,MTN,2517.61,1271.62,578.52,39.605,105.28,2.532,0,0,0,2.62
80,B_lightweight,2026-08-01 01:19:00,Android,4G,MTN,783.75,1005.68,714.68,31.998,185.32,5.996,0,0,0,0.805
81,A_standard,2026-08-01 01:20:00,iOS,4G,MTN,2518.45,1941.5,1414.7,36.261,111.01,10.335,0,1,1,2.728
82,A_standard,2026-08-01 01:21:00,iOS,4G,MTN,2532.56,1942.15,768.57,22.13,172.15,10.749,0,0,0,2.621
83,B_lightweight,2026-08-01 01:22:00,iOS,5G,MTN,739.81,1452.48,1396.66,33.419,170.76,4.363,1,0,0,0.841
84,B_lightweight,2026-08-01 01:23:00,Android,3G,MTN,786.95,956.43,802.34,54.645,125.32,4.176,0,0,0,0.86
85,A_standard,2026-08-01 01:24:00,Android,5G,MTN,2559.36,1553.93,931.46,41.564,150.98,4.036,0,0,0,2.799
86,A_standard,2026-08-01 01:25:00,Android,5G,MTN,2395.59,1747.53,1066.02,46.54,128.37,4.885,0,0,0,2.619
87,B_lightweight,2026-08-01 01:26:00,Android,4G,Airtel,731.91,2164.94,1165.34,7.387,182.87,9.986,0,0,0,0.81
88,B_lightweight,2026-08-01 01:27:00,iOS,3G,Glo,703.18,1779.3,1266.19,13.995,69.25,3.967,0,0,0,0.758
89,B_lightweight,2026-08-01 01:28:00,Android,4G,MTN,751.32,1419.05,885.18,12.639,208.3,8.568,1,0,0,0.801
90,B_lightweight,2026-08-01 01:29:00,Android,4G,MTN,761.47,946.35,692.35,33.46,307.14,4.34,0,1,0,0.834
91,A_standard,2026-08-01 01:30:00,Android,5G,MTN,2455.12,1206.73,616.53,48.879,139.21,4.725,1,0,0,2.655
92,A_standard,2026-08-01 01:31:00,Android,4G,MTN,2395.68,2007.63,1477.35,84.002,169.81,8.605,0,0,0,2.705
93,A_standard,2026-08-01 01:32:00,Android,4G,Glo,2368.89,2846.76,1063.17,13.651,135.98,6.99,0,1,0,2.601
94,B_lightweight,2026-08-01 01:33:00,Android,4G,MTN,781.95,551.52,516.57,64.977,135.92,3.998,0,1,0,0.887
95,B_lightweight,2026-08-01 01:34:00,Android,4G,MTN,754.47,1185.16,762.59,19.595,133.11,8.014,1,0,0,0.835
96,B_lightweight,2026-08-01 01:35:00,Android,3G,MTN,790.25,939.33,683.38,45.389,84.78,5.946,0,0,0,0.878
97,A_standard,2026-08-01 01:36:00,Android,4G,MTN,2453.58,1841.05,1084.49,41.041,185.55,8.937,1,0,0,2.812
98,A_standard,2026-08-01 01:37:00,Android,4G,Airtel,2402.63,3108.56,1274.99,12.554,244.66,6.485,1,0,0,2.698
99,B_lightweight,2026-08-01 01:38:00,iOS,4G,MTN,729.39,1394.05,1371.58,69.904,231.31,6.868,0,1,0,0.794
100,B_lightweight,2026-08-01 01:39:00,Android,4G,MTN,749.0,1709.01,1369.0,61.129,136.46,6.537,0,1,0,0.845
101,B_lightweight,2026-08-01 01:40:00,Android,4G,MTN,656.13,1675.36,1272.47,77.906,104.44,4.025,0,0,0,0.72
102,B_lightweight,2026-08-01 01:41:00,Android,3G,MTN,728.85,1368.63,941.44,21.135,153.57,9.411,0,0,1,0.776
103,B_lightweight,2026-08-01 01:42:00,Android,4G,Airtel,802.7,1243.35,922.36,38.509,156.28,9.237,0,0,0,0.821
104,B_lightweight,2026-08-01 01:43:00,iOS,4G,MTN,709.47,1801.41,1677.59,23.763,196.58,4.971,0,0,0,0.783
105,B_lightweight,2026-08-01 01:44:00,Android,5G,MTN,747.43,1252.45,941.18,75.9,295.13,7.185,0,0,0,0.841
106,B_lightweight,2026-08-01 01:45:00,Android,4G,Glo,731.18,1739.95,1287.1,16.799,222.3,12.356,0,0,1,0.816
107,B_lightweight,2026-08-01 01:46:00,Android,4G,MTN,784.76,1152.36,813.85,21.689,197.17,6.656,0,1,0,0.862
108,B_lightweight,2026-08-01 01:47:00,Android,4G,MTN,669.18,1797.46,1318.06,20.558,256.48,4.449,0,1,0,0.74
109,A_standard,2026-08-01 01:48:00,Android,4G,MTN,2438.2,2050.28,1210.17,24.194,97.43,9.286,1,0,0,2.677
110,A_standard,2026-08-01 01:49:00,Android,4G,MTN,2302.93,937.56,588.81,52.108,243.12,6.845,0,0,0,2.604
111,A_standard,2026-08-01 01:50:00,Android,4G,MTN,2585.51,1618.28,820.13,44.894,147.78,13.022,0,0,0,2.858
112,B_lightweight,2026-08-01 01:51:00,Android,4G,Glo,708.3,2622.87,1263.82,5.749,225.4,5.812,1,0,0,0.792
113,A_standard,2026-08-01 01:52:00,iOS,4G,MTN,2304.23,1822.52,859.53,23.005,109.08,7.726,0,1,0,2.56
114,A_standard,2026-08-01 01:53:00,iOS,4G,Glo,2344.79,2088.39,1121.11,19.576,137.2,6.079,0,1,0,2.654
115,B_lightweight,2026-08-01 01:54:00,iOS,4G,MTN,786.31,990.34,907.58,22.087,94.66,12.763,1,0,0,0.836
116,A_standard,2026-08-01 01:55:00,Android,4G,Airtel,2451.04,2485.53,1592.25,37.905,322.35,21.002,1,0,0,2.561
117,B_lightweight,2026-08-01 01:56:00,Android,4G,Glo,767.09,1499.75,1212.84,29.455,107.37,4.293,1,0,0,0.839
118,B_lightweight,2026-08-01 01:57:00,Android,4G,Airtel,756.88,1361.98,904.83,24.106,152.92,6.6,0,1,0,0.855
119,A_standard,2026-08-01 01:58:00,Android,4G,MTN,2303.12,2009.27,1159.39,24.771,172.13,6.514,0,0,0,2.518
120,B_lightweight,2026-08-01 01:59:00,Android,3G,Airtel,748.71,838.22,787.78,47.892,133.43,12.28,0,0,0,0.827
121,A_standard,2026-08-01 02:00:00,Android,4G,MTN,2288.71,1971.28,1196.56,28.255,181.96,3.664,0,1,0,2.664
122,B_lightweight,2026-08-01 02:01:00,Android,4G,MTN,712.03,1514.58,1414.68,44.351,133.1,13.091,0,0,0,0.761
123,B_lightweight,2026-08-01 02:02:00,Android,4G,MTN,702.3,991.41,776.86,58.568,176.75,5.926,1,0,1,0.806
124,A_standard,2026-08-01 02:03:00,Android,4G,MTN,2392.82,1838.53,568.42,17.38,135.14,4.104,0,0,0,2.598
125,B_lightweight,2026-08-01 02:04:00,Android,4G,MTN,711.94,1765.22,1461.05,22.203,111.36,7.947,0,0,0,0.717
126,B_lightweight,2026-08-01 02:05:00,Android,4G,MTN,688.59,1482.58,1001.37,32.073,207.94,14.397,1,0,0,0.72
127,B_lightweight,2026-08-01 02:06:00,Android,5G,MTN,760.44,898.98,605.64,38.278,177.72,4.934,0,1,0,0.786
128,B_lightweight,2026-08-01 02:07:00,Android,4G,Glo,679.24,2183.88,1435.84,12.721,83.75,10.809,0,0,0,0.701
129,B_lightweight,2026-08-01 02:08:00,Android,4G,MTN,777.46,1264.94,770.59,23.149,139.55,16.482,0,1,0,0.811
130,B_lightweight,2026-08-01 02:09:00,Android,3G,Glo,696.03,3557.87,712.1,2.397,124.68,7.144,0,0,0,0.724
131,A_standard,2026-08-01 02:10:00,Android,4G,Airtel,2460.49,4944.96,580.02,5.822,161.13,11.131,1,0,0,2.675
132,A_standard,2026-08-01 02:11:00,iOS,5G,MTN,2210.59,960.07,926.73,67.729,146.29,7.313,0,0,0,2.436
133,A_standard,2026-08-01 02:12:00,Android,3G,MTN,2326.85,1732.43,1457.31,83.182,131.58,3.011,1,0,0,2.498
134,A_standard,2026-08-01 02:13:00,iOS,4G,Airtel,2460.92,1843.67,1282.58,35.359,103.67,3.794,0,0,0,2.6
135,A_standard,2026-08-01 02:14:00,Android,4G,Glo,2402.05,2637.67,1082.31,16.189,142.66,6.297,1,0,1,2.466
136,B_lightweight,2026-08-01 02:15:00,Android,4G,Airtel,784.93,1362.72,981.33,36.934,222.49,7.148,0,1,0,0.841
137,B_lightweight,2026-08-01 02:16:00,Android,4G,MTN,747.05,1839.05,1141.35,14.04,95.2,5.614,0,0,0,0.831
138,A_standard,2026-08-01 02:17:00,Android,4G,Glo,2384.32,4153.05,1154.48,8.067,184.02,9.324,1,0,0,2.683
139,A_standard,2026-08-01 02:18:00,iOS,4G,Airtel,2344.07,2235.87,1023.02,16.792,98.23,6.988,1,0,0,2.715
140,B_lightweight,2026-08-01 02:19:00,iOS,5G,MTN,725.81,799.81,916.59,76.552,329.08,3.305,0,1,1,0.793
141,B_lightweight,2026-08-01 02:20:00,Android,4G,MTN,772.06,834.05,647.21,83.079,126.99,5.065,1,0,0,0.809
142,A_standard,2026-08-01 02:21:00,Android,5G,MTN,2401.05,2258.82,952.46,21.172,95.67,13.783,1,0,0,2.423
143,A_standard,2026-08-01 02:22:00,Android,3G,MTN,2261.36,1250.45,764.95,65.65,166.74,6.24,0,0,0,2.576
144,B_lightweight,2026-08-01 02:23:00,Android,4G,Airtel,646.57,1574.67,1095.61,17.932,154.05,6.228,0,0,0,0.685
145,B_lightweight,2026-08-01 02:24:00,Android,5G,Glo,770.76,1993.05,837.9,6.572,99.31,6.623,0,1,0,0.848
146,A_standard,2026-08-01 02:25:00,Android,3G,Airtel,2372.18,1354.75,1065.12,75.253,134.67,10.958,1,0,0,2.631
147,A_standard,2026-08-01 02:26:00,Android,4G,MTN,2332.64,1126.78,691.08,54.849,209.33,4.812,0,1,0,2.675
148,A_standard,2026-08-01 02:27:00,iOS,4G,MTN,2424.7,910.5,611.88,42.998,173.78,5.533,0,0,0,2.691
149,A_standard,2026-08-01 02:28:00,iOS,4G,Glo,2417.22,1760.89,838.34,25.391,164.96,5.807,0,0,0,2.719
150,A_standard,2026-08-01 02:29:00,Android,4G,MTN,2741.11,1492.1,1129.93,64.732,154.08,8.364,0,0,0,2.985
151,B_lightweight,2026-08-01 02:30:00,Android,4G,Airtel,724.72,1196.37,972.0,16.327,270.69,8.973,1,0,0,0.771
152,A_standard,2026-08-01 02:31:00,Android,4G,Airtel,2240.17,1237.64,577.79,51.817,320.7,3.321,1,0,0,2.528
153,A_standard,2026-08-01 02:32:00,Android,4G,MTN,2541.3,1237.9,707.27,44.91,99.65,5.245,0,0,0,2.847
154,B_lightweight,2026-08-01 02:33:00,iOS,5G,MTN,781.89,1001.88,738.68,18.56,121.45,9.684,0,1,0,0.946
155,B_lightweight,2026-08-01 02:34:00,Android,4G,MTN,720.29,806.15,653.21,59.673,185.36,2.946,0,0,0,0.754
156,B_lightweight,2026-08-01 02:35:00,Android,4G,Airtel,813.88,1557.01,1348.22,23.586,345.89,3.036,1,0,0,0.907
157,A_standard,2026-08-01 02:36:00,Android,4G,MTN,2143.9,1407.24,512.84,22.006,269.86,9.817,0,0,0,2.427
158,B_lightweight,2026-08-01 02:37:00,Android,4G,MTN,805.39,1732.22,1570.91,80.935,198.91,5.508,0,0,0,0.916
159,A_standard,2026-08-01 02:38:00,Android,4G,MTN,2417.74,1945.94,1057.84,35.037,197.16,5.915,0,0,0,2.537
160,A_standard,2026-08-01 02:39:00,Android,4G,MTN,2378.83,1552.52,970.76,40.088,214.2,5.163,0,0,0,2.638
161,A_standard,2026-08-01 02:40:00,Android,5G,Airtel,2567.29,2543.57,637.42,13.672,122.07,9.574,0,1,0,2.872
162,B_lightweight,2026-08-01 02:41:00,Android,4G,MTN,717.81,971.27,660.12,37.709,109.6,5.555,1,0,1,0.783
163,B_lightweight,2026-08-01 02:42:00,Android,4G,MTN,719.43,1358.86,667.86,25.687,219.33,12.1,0,1,0,0.796
164,B_lightweight,2026-08-01 02:43:00,Android,5G,MTN,782.26,1142.86,936.92,34.575,142.36,8.41,0,1,0,0.86
165,B_lightweight,2026-08-01 02:44:00,iOS,3G,MTN,783.54,1208.72,933.63,47.344,132.01,4.379,1,0,0,0.879
166,B_lightweight,2026-08-01 02:45:00,Android,4G,Airtel,694.3,568.86,366.36,19.108,204.25,6.567,1,0,0,0.705
167,A_standard,2026-08-01 02:46:00,iOS,4G,MTN,2519.13,788.91,694.72,38.403,172.24,4.289,0,1,0,2.748
168,A_standard,2026-08-01 02:47:00,Android,4G,MTN,2425.81,1884.71,899.97,29.35,172.46,2.525,0,0,0,2.437
169,B_lightweight,2026-08-01 02:48:00,Android,4G,Airtel,739.22,1359.66,1084.96,19.833,78.7,5.13,1,0,0,0.814
170,B_lightweight,2026-08-01 02:49:00,Android,4G,Glo,796.47,1724.85,1060.7,13.516,96.71,15.32,1,0,0,0.832
171,B_lightweight,2026-08-01 02:50:00,iOS,4G,MTN,799.26,795.18,741.44,36.518,107.48,7.242,0,1,0,0.908
172,A_standard,2026-08-01 02:51:00,Android,3G,MTN,2457.49,916.7,545.71,60.922,299.99,3.608,0,0,0,2.825
173,B_lightweight,2026-08-01 02:52:00,Android,3G,MTN,736.42,2320.68,1988.2,22.121,186.21,5.739,0,0,0,0.806
174,B_lightweight,2026-08-01 02:53:00,Android,4G,MTN,814.76,1185.99,838.33,150.0,269.28,5.83,0,1,0,0.892
175,A_standard,2026-08-01 02:54:00,iOS,4G,MTN,2486.14,1078.33,652.08,34.597,118.91,9.871,0,0,0,2.734
176,B_lightweight,2026-08-01 02:55:00,Android,4G,MTN,762.13,1269.04,1015.41,38.427,180.59,7.952,0,0,0,0.82
177,A_standard,2026-08-01 02:56:00,Android,4G,MTN,2378.93,2607.38,1431.7,21.977,271.14,5.162,1,0,0,2.8
178,B_lightweight,2026-08-01 02:57:00,Android,4G,MTN,723.87,1064.08,923.82,60.648,239.69,6.362,0,1,0,0.818
179,B_lightweight,2026-08-01 02:58:00,Android,4G,MTN,764.28,896.08,870.65,62.122,326.04,4.123,0,0,0,0.813
180,A_standard,2026-08-01 02:59:00,Android,4G,MTN,2400.01,1218.9,706.48,49.753,209.51,9.047,0,0,0,2.525
181,A_standard,2026-08-01 03:00:00,Android,4G,MTN,2401.34,809.51,482.26,79.486,183.66,6.51,0,1,0,2.625
182,A_standard,2026-08-01 03:01:00,Android,4G,MTN,2646.37,1644.36,1360.24,98.164,142.44,10.188,0,1,0,2.827
183,B_lightweight,2026-08-01 03:02:00,iOS,4G,MTN,758.34,749.35,601.58,26.975,137.78,2.811,0,0,0,0.819
184,A_standard,2026-08-01 03:03:00,Android,4G,Airtel,2208.39,4497.95,1561.52,8.493,267.84,10.106,0,0,0,2.452
185,B_lightweight,2026-08-01 03:04:00,Android,5G,MTN,664.25,941.3,526.06,43.983,121.04,6.835,0,1,0,0.713
186,A_standard,2026-08-01 03:05:00,Android,4G,Glo,2347.26,4012.22,882.53,7.077,71.71,7.154,1,0,0,2.816
187,A_standard,2026-08-01 03:06:00,Android,5G,Airtel,2439.5,2682.25,1186.4,17.141,319.44,10.083,1,0,0,2.586
188,B_lightweight,2026-08-01 03:07:00,Android,5G,MTN,766.59,2103.14,1423.97,18.377,244.04,3.732,0,0,0,0.867
189,B_lightweight,2026-08-01 03:08:00,Android,4G,Glo,752.16,2620.85,1145.28,5.32,149.39,10.681,1,0,0,0.804
190,A_standard,2026-08-01 03:09:00,Android,4G,MTN,2324.02,1602.06,778.68,25.15,156.0,5.065,1,0,0,2.515
191,B_lightweight,2026-08-01 03:10:00,Android,4G,MTN,743.83,1148.13,750.72,31.245,108.64,7.42,1,0,1,0.746
192,A_standard,2026-08-01 03:11:00,Android,4G,Airtel,2256.39,2881.55,1424.4,15.871,186.15,6.362,0,0,0,2.574
193,A_standard,2026-08-01 03:12:00,Android,4G,MTN,2255.19,1146.84,638.79,48.924,89.83,5.935,0,0,0,2.427
194,B_lightweight,2026-08-01 03:13:00,Android,3G,MTN,770.98,1471.25,1385.67,68.749,338.23,6.24,0,0,0,0.882
195,B_lightweight,2026-08-01 03:14:00,Android,4G,Glo,795.29,2058.68,1297.45,12.818,167.11,12.197,0,1,0,0.872
196,A_standard,2026-08-01 03:15:00,Android,4G,Glo,2234.95,2066.63,962.07,19.254,149.82,9.278,1,0,0,2.503
197,B_lightweight,2026-08-01 03:16:00,Android,4G,MTN,622.55,1907.36,1694.56,66.64,255.68,8.169,0,1,0,0.68
198,B_lightweight,2026-08-01 03:17:00,Android,4G,Airtel,766.01,1748.71,988.27,17.486,167.5,5.699,0,0,0,0.815
199,B_lightweight,2026-08-01 03:18:00,iOS,5G,Airtel,766.4,1199.83,712.91,15.099,162.42,8.63,0,0,0,0.857
200,B_lightweight,2026-08-01 03:19:00,Android,4G,Glo,709.22,1943.37,1095.34,10.247,123.92,5.776,1,0,0,0.737
201,A_standard,2026-08-01 03:20:00,iOS,4G,Airtel,2317.47,3320.08,1471.0,10.149,202.88,4.649,1,0,0,2.48
202,B_lightweight,2026-08-01 03:21:00,iOS,4G,Glo,740.96,1192.6,536.27,10.61,267.43,12.693,0,1,0,0.838
203,B_lightweight,2026-08-01 03:22:00,Android,4G,MTN,752.86,1369.55,1102.09,22.564,128.31,4.192,1,0,0,0.831
204,B_lightweight,2026-08-01 03:23:00,iOS,4G,MTN,711.66,1213.3,1322.97,31.607,145.08,10.568,0,0,0,0.768
205,A_standard,2026-08-01 03:24:00,Android,4G,Glo,2455.34,4439.45,1010.63,7.399,242.24,7.121,0,0,0,2.76
